col,vif
log_jolts_ratio,30.467101427804582
unemployment_rate,14.584210408149117
quits_rate,10.922165137913767
ahe_12m_pct_lag_1,4.180853449150128
fed_funds,3.048399810710467
hy_oas,2.2060094906025602
consumer_sentiment,1.7858748225348384
