target_name,model_name,split_name,term_name,coef_value,std_value,t_value,p_value,row_count,r2_value
cpi_target_6,interaction_regression,full_sample,post_shift,2.1093711462374607,0.668792719628029,3.1539983680005617,0.001610499864592949,297,0.18048514550100692
cpi_target_6,interaction_regression,full_sample,jolts_x_shift,0.44953126533222276,0.8631902443762807,0.5207788992761875,0.602520803943005,297,0.18048514550100692
cpi_target_12,direct_regression,pre_train,const,1.9443757156385573,0.2912484086295506,6.6760045996051405,2.455442655197935e-11,229,0.0010587887442192745
cpi_target_12,direct_regression,pre_train,log_jolts_ratio,-0.07445293452268387,0.2548006735671667,-0.29220069743284144,0.7701331784168365,229,0.0010587887442192745
cpi_target_12,direct_regression,post_eval,const,3.315572118555802,1.0078143384680371,3.289864007685931,0.0010023581428075098,45,0.03382016122550735
cpi_target_12,direct_regression,post_eval,log_jolts_ratio,1.4960231365050627,1.4707078807084684,1.0172129735134074,0.30905212563931717,45,0.03382016122550735
cpi_target_12,interaction_regression,full_sample,const,1.944375715638556,0.2912484086295495,6.676004599605162,2.4554426551975785e-11,291,0.32091315903626527
cpi_target_12,interaction_regression,full_sample,log_jolts_ratio,-0.07445293452268388,0.2548006735671658,-0.2922006974328425,0.7701331784168357,291,0.32091315903626527
cpi_target_12,interaction_regression,full_sample,post_shift,2.4898883092893156,0.8076374395096323,3.082928288714654,0.0020497454223869825,291,0.32091315903626527
cpi_target_12,interaction_regression,full_sample,jolts_x_shift,-0.78516449160674,0.63944576918033,-1.2278828470680143,0.21949094946384307,291,0.32091315903626527
pce_target_3,direct_regression,pre_train,const,1.7386215880795288,0.22093369643808136,7.869426964332682,3.5626932672933335e-15,229,8.526725957525016e-06
pce_target_3,direct_regression,pre_train,log_jolts_ratio,-0.010149052022704674,0.26739411176261413,-0.03795540580831769,0.9697232373964559,229,8.526725957525016e-06
pce_target_3,direct_regression,post_eval,const,2.7268645267950014,0.34549676358292947,7.892590652706572,2.95977187808566e-15,54,0.19898121892476728
pce_target_3,direct_regression,post_eval,log_jolts_ratio,3.221179023505367,1.27505076690879,2.5263143296754644,0.011526629856526647,54,0.19898121892476728
pce_target_3,interaction_regression,full_sample,const,1.738621588079527,0.22093369643808122,7.869426964332678,3.56269326729345e-15,300,0.1522674761071252
pce_target_3,interaction_regression,full_sample,log_jolts_ratio,-0.0101490520227046,0.2673941117626139,-0.037955405808317445,0.9697232373964562,300,0.1522674761071252
pce_target_3,interaction_regression,full_sample,post_shift,1.7300470500661518,0.4431755326781594,3.9037512734768627,9.471311892948387e-05,300,0.1522674761071252
pce_target_3,interaction_regression,full_sample,jolts_x_shift,0.8925256557355593,0.6771280039932729,1.3181047755697701,0.1874685760820709,300,0.1522674761071252
pce_target_6,direct_regression,pre_train,const,1.6145236836360481,0.23534107823568362,6.860356448350995,6.86889376280703e-12,229,0.00332132926485329
