target,target_col,horizon,model,params_json,fold,rmse,mae,oos_r2_vs_persistence,row_count,train_end,test_start,test_end
Wage,wage_target_6,6,Ridge,"{""alpha"": 2.0}",2,0.3587982670082028,0.30790134722743684,0.6058306039984347,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 2.0}",3,0.35809915432462813,0.3063580507607805,-0.11578441278157325,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 2.0}",4,0.5915277367142958,0.49074108467434535,0.5491556466150699,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 5.0}",1,0.4216461372046644,0.3528930055279759,-0.2219671863445689,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 5.0}",2,0.35133370010932163,0.29945832200496364,0.6220608800363605,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 5.0}",3,0.30747554336109545,0.2520991812917827,0.17738835215620063,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 5.0}",4,0.5638344902252037,0.46803685748393825,0.5903813850718007,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 10.0}",1,0.3964929628837807,0.32881321907705485,-0.08052360593431218,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 10.0}",2,0.35235827040301426,0.2971051535243199,0.6198533501915785,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 10.0}",3,0.27194071400228564,0.21587061438083946,0.356539093704614,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Ridge,"{""alpha"": 10.0}",4,0.5425536706938586,0.45036753344886876,0.6207183602608929,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.001}",1,0.7610756234849717,0.6340411335320895,-2.9812451089080345,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.001}",2,0.5185848666365718,0.4416107750267046,0.17657906130970835,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.001}",3,0.47107521583326356,0.4207030875346864,-0.9308752282597001,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.001}",4,0.6326552245810769,0.5319557120188186,0.4842840000714119,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.005}",1,0.682490076673207,0.5832005618099492,-2.2015181937928956,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.005}",2,0.4633400160608475,0.3971519688234456,0.3426724313932775,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.005}",3,0.3567350469496115,0.3059871386133305,-0.10729988688732295,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.005}",4,0.6040435460797433,0.5061360901124867,0.5298754782456818,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.01}",1,0.4953177001079691,0.41657216669459085,-0.6862850405359087,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.01}",2,0.4779313133753122,0.41275940516300214,0.3006200140622879,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.01}",3,0.3224387248027874,0.2713452830931056,0.09537603412401507,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.01}",4,0.5837915284295342,0.4894899803451111,0.5608711355054926,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.02}",1,0.41567744218929303,0.3483894573946976,-0.18761645393399107,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.02}",2,0.47433167580022473,0.40575819969857546,0.3111153878471852,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.02}",3,0.26516205113176167,0.21424503145877635,0.38821836060222303,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.02}",4,0.548220791404485,0.45805905508475847,0.6127535793801158,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.05}",1,0.35616868438313176,0.29155559289592614,0.12808378148388366,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.05}",2,0.4708259845929234,0.3966455587395681,0.3212605769455944,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.05}",3,0.23570913765124893,0.1976164216970153,0.5165778591508075,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.05}",4,0.524022352862424,0.43568503107332623,0.6461851691386178,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.1}",1,0.3694873707278094,0.29892994942777623,0.061655119214148235,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.1}",2,0.47022994494354875,0.3979313595923489,0.3229779823074689,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.1}",3,0.22942386822891755,0.1908594337309652,0.5420153784620361,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Lasso,"{""alpha"": 0.1}",4,0.5456816494830127,0.45901989820376077,0.616332416843492,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.2}",1,0.7684082944439042,0.6419914233287674,-3.0583302024844023,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.2}",2,0.5233008789395471,0.4473276629872143,0.16153457878739186,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.2}",3,0.48694975888771413,0.43635351519797705,-1.0632032327085388,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.2}",4,0.6559959705454145,0.5550921996932225,0.4455291090081859,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",1,0.7659995234730732,0.6394648028679732,-3.032926348776355,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",2,0.5214114771955368,0.4450862393278563,0.16757828397908303,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",3,0.48125408687569676,0.4307200656307344,-1.0152204451170408,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",4,0.6477563131137692,0.5469872710506121,0.4593705289748885,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.8}",1,0.7632069009969124,0.6364282643338502,-3.003574082752097,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.8}",2,0.5196633675532424,0.4429586422375675,0.17315056293350017,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.8}",3,0.4752596612423812,0.42483083165929536,-0.9653305612896552,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.8}",4,0.6389182814375987,0.5382185337412901,0.47402265641474883,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.95}",1,0.7616315363959887,0.6346691884093718,-2.987063279385349,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.95}",2,0.5188462811077851,0.441940853383536,0.1757486922917496,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.95}",3,0.4721369824057381,0.42175182021768226,-0.9395891199269468,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.001, ""l1_ratio"": 0.95}",4,0.6342538066775367,0.5335582589888188,0.4816745031760068,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.2}",1,0.5787753740027505,0.49496456499230174,-1.3024138042245594,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.2}",2,0.4062531439083129,0.34541774708967543,0.49466928278412436,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.2}",3,0.36668703710763334,0.315830326481699,-0.16994329819498732,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.2}",4,0.6042894507832451,0.5049449011651496,0.5294926271637952,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",1,0.5283326065114197,0.44831945417804264,-0.9185720822759653,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",2,0.4262856562222116,0.3606192013938977,0.4436044246708525,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",3,0.34750788758511614,0.2966754051573303,-0.05075879131765881,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",4,0.5964387036052085,0.4989962507279169,0.5416385940697114,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.8}",1,0.5102663910583729,0.43124483890996373,-0.7896051480009767,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.8}",2,0.45715730273559074,0.3915322513622738,0.3600978759340553,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.8}",3,0.33404137501873826,0.28341162892954014,0.02910061775835815,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.8}",4,0.5887741889461477,0.49323531022795597,0.5533432171793815,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.95}",1,0.4997810904411276,0.4209473554832386,-0.7168127597670628,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.95}",2,0.4743097197481802,0.40908947731133377,0.3111791610974589,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.95}",3,0.32541943718823896,0.2744870698677678,0.07857354178472042,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.01, ""l1_ratio"": 0.95}",4,0.585024423779958,0.4904170697806479,0.5590144055131611,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.2}",1,0.42589469295917853,0.35802680658160624,-0.24671661874097417,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.2}",2,0.39300263189544643,0.33463783800920976,0.5270958273528397,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.2}",3,0.27666635172487275,0.22134585222474992,0.3339813571300948,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.2}",4,0.5387053799317632,0.44796113747694055,0.6260797088028297,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.5}",1,0.4172778898841935,0.3517783765058009,-0.19677921770099083,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.5}",2,0.44518642377838347,0.37552613887978314,0.39317138466406365,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.5}",3,0.23730324529777835,0.19860820216917643,0.5100169525611506,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.5}",4,0.5174186685981461,0.42915423348696974,0.6550464680893999,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.8}",1,0.3787694348031189,0.3159600883409598,0.0139177447322959,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.8}",2,0.4655988247153053,0.3899074514375591,0.33624779145112915,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.8}",3,0.23642332199912267,0.19867001776647528,0.5136439417224756,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.8}",4,0.5196386525062408,0.43109332552063456,0.6520800729839913,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.95}",1,0.36030673734451457,0.2959875767281136,0.10770582486465208,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.95}",2,0.4693621512958766,0.3946829319292535,0.3254745195551546,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.95}",3,0.2361929635909727,0.19805341799529494,0.5145912393524052,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,ElasticNet,"{""alpha"": 0.05, ""l1_ratio"": 0.95}",4,0.5236121794656815,0.43516796961568155,0.6467388425933492,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.1}",1,0.6776654080608729,0.5637977939869648,-2.1564137493736495,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.1}",2,0.5288844658407698,0.46530831638006115,0.1435463767555647,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.1}",3,0.42495886362599555,0.37215337503931833,-0.5713302937566853,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.1}",4,0.5719164085570804,0.4763602261166054,0.5785544025648801,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.35}",1,0.7590501920901932,0.626399371824243,-2.960082930872561,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.35}",2,0.5290006082270264,0.4585880996721514,0.14317018310362384,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.35}",3,0.43151702060143826,0.3797197132606722,-0.6202034791781299,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.35}",4,0.5963029087641243,0.49694883194476974,0.541847286189342,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.5}",1,0.7601416290427125,0.6260193440137574,-2.971479511280635,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.5}",2,0.5561272388106826,0.48410085336184916,0.053042337441766896,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.5}",3,0.43299211814703753,0.38125619637760366,-0.631299417354686,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.5}",4,0.6038536564691721,0.5029048453009987,0.5301710123376067,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.75}",1,0.7656570104470439,0.6299879193321345,-3.0293205476299,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.75}",2,0.5635826412181147,0.4889124532926393,0.027482456396044075,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.75}",3,0.4556084271493356,0.40267108804083607,-0.8061640597026671,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 1e-05, ""epsilon"": 1.75}",4,0.6164541236842964,0.5153541029607649,0.5103588245117936,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.1}",1,0.6772926807084368,0.5634481332951966,-2.152942543130417,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.1}",2,0.5288563586375522,0.4652843251014161,0.1436374056207741,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.1}",3,0.42495577419492,0.372150602662703,-0.5713074468441537,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.1}",4,0.5719303262509158,0.47637351019851576,0.5785338903988528,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",1,0.758998399288898,0.6263622533779086,-2.9595425271074522,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",2,0.5288984064747179,0.4584985953980495,0.1435012263887816,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",3,0.4315164971166173,0.37971926696403574,-0.6201995481563012,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",4,0.5963015616491074,0.49694707999364296,0.5418493562235294,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",1,0.7601107574022657,0.6259996802044051,-2.971156930348008,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",2,0.5560967397878885,0.4840725832415775,0.05314620033273498,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",3,0.432988097185672,0.381252401775401,-0.6312691195215332,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",4,0.6038525455486361,0.5029039213538931,0.5301727410418553,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",1,0.7656284962308316,0.6299699619877053,-3.0290204373290104,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",2,0.5635573605807137,0.4888892282326201,0.027569702915591243,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",3,0.45560314817739844,0.40266573475267,-0.8061222051908568,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",4,0.6164637288883222,0.5153634212032853,0.5103435658255435,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",1,0.6762790386535221,0.5627448095761571,-2.143512163318521,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",2,0.5286808724051539,0.46510718873005175,0.14420563141484022,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",3,0.4249295285270371,0.3721238336371219,-0.5711133619892819,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",4,0.5719202477163488,0.4763669967166314,0.5785487443876431,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",1,0.7585226369628079,0.6260670195341034,-2.9545801694688403,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",2,0.5285789672655978,0.4581914774135706,0.14453551450351587,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",3,0.4314834841143988,0.3796882770011634,-0.6199516521634061,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",4,0.5963068792610412,0.49695185379401774,0.5418411849278282,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",1,0.7599023482706934,0.6258905866412819,-2.9689795847469833,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",2,0.5557904938441874,0.483788570798418,0.05418878976188857,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",3,0.432947899328573,0.38121446469697023,-0.6309662452415374,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",4,0.6038408801607206,0.5028942434596367,0.5301908933683808,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.75}",1,0.7654989646199312,0.6299397103200362,-3.02765726612263,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.75}",2,0.5633014581799263,0.4886537950930776,0.0284526325559199,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.75}",3,0.45555172500094376,0.4026135626804545,-0.8057145201262705,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,Huber,"{""alpha"": 0.001, ""epsilon"": 1.75}",4,0.6164108663391971,0.515309097681371,0.5104275395494763,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 200}",1,0.29796275188112176,0.23071229620480824,0.3897788653529065,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 200}",2,0.6967464887919345,0.6051593782970159,-0.4863866839943627,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 200}",3,0.22640281298244402,0.17744464031521942,0.5539974555442277,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 200}",4,0.4031337468897799,0.32803534547533325,0.7906009447808304,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 400}",1,0.29743388278906985,0.2315880349354525,0.39194316732090784,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 400}",2,0.7198805792170537,0.631649164798507,-0.5867304029653606,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 400}",3,0.2224892681606045,0.1756793813463175,0.5692831775013107,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""n_estimators"": 400}",4,0.3825370450572611,0.31070289771715665,0.8114513595117163,26,2017-02-01,2017-03-01,2019-04-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""n_estimators"": 200}",1,0.293552422230095,0.22278860965347289,0.40770968878602976,26,2010-08-01,2010-09-01,2012-10-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""n_estimators"": 200}",2,0.7009152530575411,0.6094628661712852,-0.5042265522648732,26,2012-10-01,2012-11-01,2014-12-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""n_estimators"": 200}",3,0.2192948410209121,0.17416073249180689,0.5815625670397297,26,2014-12-01,2015-01-01,2017-02-01
Wage,wage_target_6,6,RandomForest,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""n_estimators"": 200}",4,0.40253389176876125,0.3277211466370438,0.7912236445406039,26,2017-02-01,2017-03-01,2019-04-01
