target,target_col,horizon,model,params_json,fold,rmse,mae,oos_r2_vs_persistence,row_count,train_end,test_start,test_end
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",4,0.7918680340311012,0.6539966054125055,0.4620442773350717,27,2017-02-01,2017-03-01,2019-05-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",1,0.7635483113193393,0.5936515505721833,-0.8511417753087414,27,2010-05-01,2010-06-01,2012-08-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",2,0.9119490642134531,0.7763329938411827,-0.9729216705258634,27,2012-08-01,2012-09-01,2014-11-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",3,0.9168894328294873,0.816724924267795,-1.1162508221194472,27,2014-11-01,2014-12-01,2017-02-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.5}",4,0.8118117976933948,0.6739819375988161,0.43460544065656603,27,2017-02-01,2017-03-01,2019-05-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",1,0.7906534836670037,0.6267714156850126,-0.9849017626761432,27,2010-05-01,2010-06-01,2012-08-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",2,0.923312249896105,0.787098681088733,-1.0223944935231866,27,2012-08-01,2012-09-01,2014-11-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",3,0.9311842783285011,0.8298738584338465,-1.1827524015219781,27,2014-11-01,2014-12-01,2017-02-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.0001, ""epsilon"": 1.75}",4,0.8305559385488098,0.6921540200203865,0.4081949267333619,27,2017-02-01,2017-03-01,2019-05-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",1,0.7037262765851837,0.5381400055395372,-0.5724403328904808,27,2010-05-01,2010-06-01,2012-08-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",2,0.749645175542159,0.6216329182937542,-0.3331535694180294,27,2012-08-01,2012-09-01,2014-11-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",3,0.9201228373650044,0.8289524443978004,-1.1312030292678639,27,2014-11-01,2014-12-01,2017-02-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.1}",4,0.7313176169207749,0.5955218794417085,0.5411687606738322,27,2017-02-01,2017-03-01,2019-05-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",1,0.7462457053393249,0.5678900098004898,-0.7681956969358372,27,2010-05-01,2010-06-01,2012-08-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",2,0.9119592217275028,0.7758220769939506,-0.9729656205489048,27,2012-08-01,2012-09-01,2014-11-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",3,0.9000361030012819,0.8006928705400258,-1.039168275585706,27,2014-11-01,2014-12-01,2017-02-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.35}",4,0.7916513200169613,0.6537891885687912,0.4623386864695471,27,2017-02-01,2017-03-01,2019-05-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",1,0.7627407975857777,0.5933334296445051,-0.847228383224079,27,2010-05-01,2010-06-01,2012-08-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",2,0.9107215447056817,0.7752372902954725,-0.9676139839155786,27,2012-08-01,2012-09-01,2014-11-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",3,0.916696679801162,0.816522779734987,-1.1153611382312212,27,2014-11-01,2014-12-01,2017-02-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",4,0.8116708094093575,0.6738482068655287,0.43480180904377297,27,2017-02-01,2017-03-01,2019-05-01
Wage,wage_target_3,3,Huber,"{""alpha"": 0.001, ""epsilon"": 1.75}",1,0.7900707760228787,0.6264633563231489,-0.9819771155501491,27,2010-05-01,2010-06-01,2012-08-01
