regime,baseline,linear,machine_learning,ml_vs_linear_pct
post,0.4188185433726175,1.1422293281332851,1.144693174722912,0.215705071559813
pre,0.46670748747392365,0.33294021939286333,0.41501211451102393,24.65064006620277
