target_name,model_name,rmse_mean,rmse_std,mae_mean,mae_std,fold_count,rank_value
price_target_0,ElasticNet,0.6464272117851179,0.2547412483707891,0.5164884447089448,0.22010691147568215,5,1
price_target_12,Persistence,1.936175631419335,1.5268055387320976,1.5923676620468084,1.289851246611153,5,2
price_target_3,ElasticNet,1.9777059119028944,0.7387690908516888,1.6563758884742257,0.5774104211898065,5,1
price_target_6,Persistence,2.1375781361251853,1.5825150174402076,1.81248822721068,1.4008696009659316,5,2
wage_target_0,Persistence,0.5906696590840712,0.48914792027782034,0.43782311637010574,0.31881787916285004,5,2
wage_target_12,Persistence,0.5596083389414153,0.5160775287717938,0.4294198428038098,0.3658631141553017,5,2
wage_target_3,Persistence,0.5854564403574887,0.5397294623400207,0.43895615956852047,0.3706147773683867,5,2
wage_target_6,Persistence,0.5854564403574887,0.5397294623400207,0.43895615956852047,0.3706147773683867,5,2
