target,target_col,horizon,model,regime,rmse,mae,oos_r2,row_count,train_end,test_start,test_end,fold_id
PCE,pce_target_3,3,ElasticNet,transfer,0.3959554456239387,0.35547314121098816,0.29578001430083656,2,2019-10-01,2025-03-01,2025-06-01,1
PCE,pce_target_3,3,Huber,transfer,0.3517992492270024,0.2994813663491762,0.444088674118692,2,2019-10-01,2025-03-01,2025-06-01,1
PCE,pce_target_3,3,RandomForest,transfer,0.6569377095265192,0.5776546444808046,-0.9384923414467028,2,2019-10-01,2025-03-01,2025-06-01,1
PCE,pce_target_3,3,GradientBoosting,transfer,0.4294582830775929,0.399633827406219,0.17156646146542687,2,2019-10-01,2025-03-01,2025-06-01,1
PCE,pce_target_6,6,Persistence,transfer,2.8018112684075462,2.092163645320126,0.0,11,2019-06-01,2021-10-01,2025-07-01,1
PCE,pce_target_6,6,AR,transfer,0.1521462191800147,0.1521462191800147,0.9949791563307984,1,2016-06-01,2022-09-01,2022-09-01,1
PCE,pce_target_6,6,OLS,transfer,0.4829098452683747,0.3599787542834269,0.9702933031746896,11,2019-06-01,2021-10-01,2025-07-01,1
PCE,pce_target_6,6,Ridge,transfer,0.5339290572754664,0.35310211776536743,0.9636847232820696,11,2019-06-01,2021-10-01,2025-07-01,1
PCE,pce_target_6,6,ElasticNet,transfer,0.5629959940976385,0.36045984677607934,0.9596231109747096,11,2019-06-01,2021-10-01,2025-07-01,1
PCE,pce_target_6,6,Huber,transfer,0.5539998326098923,0.3584464561601584,0.9609031730712544,11,2019-06-01,2021-10-01,2025-07-01,1
PCE,pce_target_6,6,RandomForest,transfer,2.044159975899095,1.1428163614038331,0.4677054665242931,11,2019-06-01,2021-10-01,2025-07-01,1
PCE,pce_target_6,6,GradientBoosting,transfer,2.118152597712849,1.1571400336300386,0.4284730235769326,11,2019-06-01,2021-10-01,2025-07-01,1
PCE,pce_target_12,12,Persistence,transfer,3.577529196423146,3.0988506721883042,0.0,7,2019-11-01,2021-06-01,2024-07-01,1
PCE,pce_target_12,12,AR,transfer,0.1890913631419615,0.18692454712373419,0.9924706794788294,2,2018-04-01,2022-04-01,2023-04-01,1
PCE,pce_target_12,12,OLS,transfer,0.6764143149646851,0.5633184231977886,0.9642513861679233,7,2019-11-01,2021-06-01,2024-07-01,1
PCE,pce_target_12,12,Ridge,transfer,0.6154732037416114,0.5197935045945403,0.9704027115185332,7,2019-11-01,2021-06-01,2024-07-01,1
PCE,pce_target_12,12,ElasticNet,transfer,0.5746460562084007,0.4781311500954182,0.9741991218639351,7,2019-11-01,2021-06-01,2024-07-01,1
PCE,pce_target_12,12,Huber,transfer,0.7285384920330038,0.5673817507536947,0.9585295611238391,7,2019-11-01,2021-06-01,2024-07-01,1
PCE,pce_target_12,12,RandomForest,transfer,2.386911652610507,1.636488542886561,0.5548500634607126,7,2019-11-01,2021-06-01,2024-07-01,1
PCE,pce_target_12,12,GradientBoosting,transfer,2.3523302670620008,1.6706118664276812,0.5676552200795552,7,2019-11-01,2021-06-01,2024-07-01,1
