target_name,target_label,horizon,best_model,best_feature,pre_validation_rmse,pandemic_test_rmse,post_test_rmse,post_refit_rmse,shock_drop,post_drop,pre_coef_log_jolts_ratio,post_coef_log_jolts_ratio,change_flag
wage_target_3,Wage,3,NeuralNet,tightness,0.43627036699033606,6.705465837331257,0.8792132104806129,1.8913860284581698,6.269195470340921,0.4429428434902768,,,mixed_change
wage_target_6,Wage,6,Lasso,macro,0.23195244080099567,2.9587875831973958,0.9359055062791667,0.604473273784685,2.7268351423964,0.703953065478171,0.0,,structural_change
wage_target_12,Wage,12,Ridge,macro,0.1594165861289713,2.0995900183190837,0.8655916062415526,0.426767294395547,1.9401734321901123,0.7061750201125814,0.03682524983701989,,structural_change
cpi_target_3,CPI,3,NeuralNet,labor,1.258148393889225,4.4590909934419365,2.6510120695228454,2.7194790410748686,3.2009425995527114,1.3928636756336203,,,mixed_change
cpi_target_6,CPI,6,NeuralNet,tightness,0.8691519865930513,2.0979055791556562,1.95043130223655,1.3670294607369275,1.228753592562605,1.0812793156434988,,,structural_change
cpi_target_12,CPI,12,NeuralNet,labor,0.6204262362461446,3.255590671445301,1.4275652644827634,1.4868443656848804,2.6351644351991563,0.8071390282366189,,,mixed_change
pce_target_3,PCE,3,NeuralNet,labor,0.8555763366131927,3.2039713389580458,2.2542612915719813,1.9437353037480127,2.348395002344853,1.3986849549587888,,,structural_change
pce_target_6,PCE,6,Lasso,state,0.6899062717221185,2.7850353974634157,2.4832841527990595,1.9675041718933513,2.0951291257412974,1.793377881076941,0.0,,structural_change
pce_target_12,PCE,12,NeuralNet,labor,0.4619272625452921,2.402417462368521,1.0645465616757528,1.2782154582580454,1.940490199823229,0.6026192991304606,,,mixed_change
