target,target_col,horizon,model,regime,term,coefficient,std_error,t_value,p_value,row_count,r_squared
PCE,pce_target_3,3,log_jolts_ratio,Post-Pandemic (2021-06+),const,0.07696137772383375,1.6340468685051834e-16,470986354230081.4,0.0,2,1.0
PCE,pce_target_3,3,log_jolts_ratio,Post-Pandemic (2021-06+),log_jolts_ratio,2.0672661589338226e-05,5.965942875343195e-17,346511222472.0894,0.0,2,1.0
PCE,pce_target_3,3,log_jolts_ratio,Post-Pandemic (2021-06+),pce_target_3_lag,0.17274953347712318,1.4762511253240787e-15,117019069800336.17,0.0,2,1.0
PCE,pce_target_3,3,log_jolts_ratio,Post-Pandemic (2021-06+),fed_funds,0.33324276554419957,7.07542294062754e-16,470986354230074.2,0.0,2,1.0
PCE,pce_target_3,3,log_jolts_ratio,Post-Pandemic (2021-06+),hy_oas,0.2421071645417252,5.710053213084996e-16,424001590715335.7,0.0,2,1.0
PCE,pce_target_6,6,log_jolts_ratio,Pre-2020,const,-0.18747582495109594,0.2548217767728179,-0.7357135144624506,0.4619050633667934,39,0.8580141833870025
PCE,pce_target_6,6,log_jolts_ratio,Pre-2020,log_jolts_ratio,0.13589779418696052,0.18004720321807025,0.7547898093277423,0.45037510937550584,39,0.8580141833870025
PCE,pce_target_6,6,log_jolts_ratio,Pre-2020,pce_target_6_lag,0.9254248101851896,0.07074220164937452,13.08165124365156,4.192329487818291e-39,39,0.8580141833870025
PCE,pce_target_6,6,log_jolts_ratio,Pre-2020,fed_funds,0.044781430804320635,0.039755498265137176,1.1264210677392228,0.2599873334422784,39,0.8580141833870025
PCE,pce_target_6,6,log_jolts_ratio,Pre-2020,hy_oas,0.07365578342387363,0.036652271810161285,2.0095830295423514,0.044475338865495255,39,0.8580141833870025
PCE,pce_target_6,6,log_jolts_ratio,Post-Pandemic (2021-06+),const,2.4253354788962653,1.3682022272548855,1.772644007284198,0.07628771469240622,11,0.9761056883695824
PCE,pce_target_6,6,log_jolts_ratio,Post-Pandemic (2021-06+),log_jolts_ratio,0.9289212661546102,0.9324256875523194,0.9962416078358926,0.319132767565104,11,0.9761056883695824
PCE,pce_target_6,6,log_jolts_ratio,Post-Pandemic (2021-06+),pce_target_6_lag,0.6486153707087956,0.11353959436444071,5.712680006825306,1.1121067907525427e-08,11,0.9761056883695824
PCE,pce_target_6,6,log_jolts_ratio,Post-Pandemic (2021-06+),fed_funds,-0.28056714062468935,0.04979263344893143,-5.634711827653101,1.7535130492079155e-08,11,0.9761056883695824
PCE,pce_target_6,6,log_jolts_ratio,Post-Pandemic (2021-06+),hy_oas,-0.08852040783673498,0.3051239867336028,-0.29011291044128973,0.7717298592386778,11,0.9761056883695824
PCE,pce_target_12,12,log_jolts_ratio,Pre-2020,const,-0.01258150657233631,0.056808444832232755,-0.22147246962123565,0.8247245704315627,37,0.8947373915715802
PCE,pce_target_12,12,log_jolts_ratio,Pre-2020,log_jolts_ratio,0.19539658309201552,0.05921341402057152,3.299870246024527,0.0009672954008200959,37,0.8947373915715802
PCE,pce_target_12,12,log_jolts_ratio,Pre-2020,pce_target_12_lag,0.9722762941593948,0.04515646708080749,21.531274632701148,7.932176942447779e-103,37,0.8947373915715802
PCE,pce_target_12,12,log_jolts_ratio,Pre-2020,fed_funds,-0.0526477178693812,0.042620486550907895,-1.2352678753795154,0.21673082538137112,37,0.8947373915715802
PCE,pce_target_12,12,log_jolts_ratio,Pre-2020,hy_oas,0.033653483887471865,0.01503244200639565,2.238723679968549,0.025173900782529984,37,0.8947373915715802
PCE,pce_target_12,12,log_jolts_ratio,Post-Pandemic (2021-06+),const,-3.000293676612621,2.129383017707275,-1.4089967148526727,0.15883613953275133,7,0.9678668639113652
PCE,pce_target_12,12,log_jolts_ratio,Post-Pandemic (2021-06+),log_jolts_ratio,-1.9496218535204122,0.4125394900347367,-4.725903581633482,2.2909433980457534e-06,7,0.9678668639113652
PCE,pce_target_12,12,log_jolts_ratio,Post-Pandemic (2021-06+),pce_target_12_lag,1.3400634115726415,0.2474503069420675,5.4154849437563,6.11228155668233e-08,7,0.9678668639113652
PCE,pce_target_12,12,log_jolts_ratio,Post-Pandemic (2021-06+),fed_funds,0.31749643582982157,0.18585265924805322,1.7083233412660856,0.08757636261729922,7,0.9678668639113652
PCE,pce_target_12,12,log_jolts_ratio,Post-Pandemic (2021-06+),hy_oas,0.30286520902993086,0.139564755794446,2.1700694226556547,0.030001587180465,7,0.9678668639113652
